Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Income Group,TotalIncome,Risk Category
LP002315,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,Rejected,High,8300,High Risk
LP002317,Male,Yes,3,Graduate,No,81000,0,360,360,0,Rural,Rejected,High,81000,High Risk
LP002318,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,Rejected,Medium,3867,Low Risk
LP002319,Male,Yes,0,Graduate,No,6256,0,160,360,1,Urban,Approved,Medium,6256,Low Risk
LP002328,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,Rejected,Medium,6096,High Risk
LP002332,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Approved,Low,4286,Low Risk
LP002335,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,Rejected,Low,5386,High Risk
LP002337,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Approved,Low,2995,Low Risk
LP002341,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,Rejected,Low,2600,Low Risk
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,Rejected,Low,21600,Low Risk
LP002345,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Approved,Low,3798,Low Risk
LP002347,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Approved,Medium,4663,Low Risk
LP002348,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Approved,Medium,5829,Low Risk
LP002357,Female,No,0,Not Graduate,No,2720,0,80,360,0,Urban,Rejected,Low,2720,High Risk
LP002361,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Approved,Low,3539,Low Risk
LP002362,Male,Yes,1,Graduate,No,7250,1667,110,360,0,Urban,Rejected,High,8917,High Risk
LP002364,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Approved,High,14880,Low Risk
LP002366,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Approved,Low,6966,Low Risk
LP002367,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,Rejected,Medium,4606,Low Risk
LP002368,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Approved,Medium,5935,Low Risk
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Approved,Low,2936.120001,Low Risk
LP002370,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Approved,Low,2717,Low Risk
LP002377,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Approved,High,8624,Low Risk
LP002379,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,Rejected,Medium,6500,High Risk
LP002386,Male,No,0,Graduate,No,12876,0,405,360,1,Semiurban,Approved,High,12876,Low Risk
LP002387,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Approved,Low,4765,Low Risk
LP002390,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Approved,Medium,3750,Low Risk
LP002393,Female,Yes,0,Graduate,No,10047,0,146,240,1,Semiurban,Approved,High,10047,Low Risk
LP002398,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Approved,Low,3777,Low Risk
LP002401,Male,Yes,0,Graduate,No,2213,1125,146,360,1,Urban,Approved,Low,3338,Low Risk
LP002403,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,Rejected,High,10416,High Risk
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Approved,High,7142,Low Risk
LP002408,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Approved,Medium,8724,Low Risk
LP002409,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Approved,High,9734,Low Risk
LP002418,Male,No,3,Not Graduate,No,4707,1993,148,360,1,Semiurban,Approved,Medium,6700,Low Risk
LP002422,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Approved,High,37719,Low Risk
LP002424,Male,Yes,0,Graduate,No,7333,8333,175,300,1,Rural,Approved,High,15666,Low Risk
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Approved,Medium,4676,Low Risk
LP002434,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Approved,Medium,4652,Low Risk
LP002435,Male,Yes,0,Graduate,No,3539,1376,55,360,1,Rural,Rejected,Medium,4915,Low Risk
LP002443,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,Rejected,Medium,5050,High Risk
LP002444,Male,No,1,Not Graduate,Yes,2769,1542,190,360,1,Semiurban,Rejected,Low,4311,Low Risk
LP002446,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,Rejected,Low,3564,High Risk
LP002447,Male,Yes,2,Not Graduate,No,1958,1456,60,300,1,Urban,Approved,Low,3414,Low Risk
LP002448,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,Rejected,Medium,5681,High Risk
LP002449,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Approved,Low,4949,High Risk
LP002453,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Approved,High,7085,Low Risk
LP002455,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Approved,Medium,3859,Low Risk
LP002459,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Approved,Medium,4301,Low Risk
LP002467,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,Rejected,Medium,6277,Low Risk
LP002472,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Approved,Medium,4354,Low Risk
LP002473,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,Rejected,High,8334,Low Risk
LP002478,Male,Yes,0,Graduate,Yes,2083,4083,160,360,1,Semiurban,Approved,Low,6166,Low Risk
LP002484,Male,Yes,3,Graduate,No,7740,0,128,180,1,Urban,Approved,High,7740,Low Risk
LP002487,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Approved,Medium,5203,Low Risk
LP002489,Female,No,1,Not Graduate,No,5191,0,132,360,1,Semiurban,Approved,Medium,5191,Low Risk
LP002493,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,Rejected,Medium,4166,High Risk
LP002494,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Approved,Medium,6000,Low Risk
LP002500,Male,Yes,3,Not Graduate,No,2947,1664,70,180,0,Urban,Rejected,Low,4611,High Risk
LP002501,Male,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Approved,High,16692,Low Risk
LP002502,Female,Yes,2,Not Graduate,No,210,2917,98,360,1,Semiurban,Approved,Low,3127,Low Risk
LP002505,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,Rejected,Medium,6784,Low Risk
LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Approved,Medium,5529,Low Risk
LP002517,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,Rejected,Low,4153,High Risk
LP002519,Male,Yes,3,Graduate,No,4691,0,100,360,1,Semiurban,Approved,Medium,4691,Low Risk
LP002522,Female,No,0,Graduate,Yes,2500,0,93,360,1,Urban,Approved,Low,2500,Low Risk
LP002524,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Approved,Medium,10180,Low Risk
LP002527,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Approved,High,17539,Low Risk
LP002529,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Approved,Medium,8450,Low Risk
LP002530,Male,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,Rejected,Low,4745,High Risk
LP002531,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Approved,High,18917,Low Risk
LP002533,Male,Yes,2,Graduate,No,2947,1603,146,360,1,Urban,Rejected,Low,4550,Low Risk
LP002534,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Approved,Medium,4350,Low Risk
LP002536,Male,Yes,3,Not Graduate,No,3095,0,113,360,1,Rural,Approved,Medium,3095,Low Risk
LP002537,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Approved,Low,5233,Low Risk
LP002541,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Approved,High,10833,Low Risk
LP002543,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Approved,High,8333,Low Risk
LP002544,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Approved,Low,4394,Low Risk
LP002545,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,Rejected,Medium,3547,High Risk
LP002547,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,Rejected,High,18333,Low Risk
LP002555,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Approved,Medium,6666,Low Risk
LP002556,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,Rejected,Low,2435,Low Risk
LP002560,Male,No,0,Not Graduate,No,2699,2785,96,360,1,Semiurban,Approved,Low,5484,Low Risk
LP002562,Male,Yes,1,Not Graduate,No,5333,1131,186,360,1,Urban,Approved,Medium,6464,Low Risk
LP002571,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Approved,Medium,3691,Low Risk
LP002582,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Approved,High,17263,Low Risk
LP002585,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,Rejected,Medium,5754,High Risk
LP002586,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Approved,Medium,4239,Low Risk
LP002587,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Approved,Low,4300,Low Risk
LP002588,Male,Yes,0,Graduate,No,4625,2857,111,12,1,Urban,Approved,Medium,7482,Low Risk
LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Approved,Low,2895,Low Risk
LP002602,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,Rejected,Medium,10699,High Risk
LP002603,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,Approved,Low,4328,Low Risk
LP002606,Female,No,0,Graduate,No,3159,0,100,360,1,Semiurban,Approved,Medium,3159,Low Risk
LP002615,Male,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,Approved,Medium,10489,Low Risk
LP002618,Male,Yes,1,Not Graduate,No,4050,5302,138,360,1,Rural,Rejected,Medium,9352,Low Risk
LP002619,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Approved,Medium,5297,Low Risk
LP002622,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Approved,Medium,7926,Low Risk
LP002624,Male,Yes,0,Graduate,No,20833,6667,480,360,1,Urban,Approved,High,27500,Low Risk
LP002625,Male,No,0,Graduate,No,3583,0,96,360,1,Urban,Rejected,Medium,3583,Low Risk
LP002626,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Approved,Low,5492,Low Risk
LP002634,Female,No,1,Graduate,No,13262,0,40,360,1,Urban,Approved,High,13262,Low Risk
LP002637,Male,No,0,Not Graduate,No,3598,1287,100,360,1,Rural,Rejected,Medium,4885,Low Risk
LP002640,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,Approved,Medium,8069,Low Risk
LP002643,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Approved,Medium,5318,Low Risk
LP002648,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,Rejected,Low,8796,Low Risk
LP002652,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural,Rejected,Medium,9481,Low Risk
LP002659,Male,Yes,3,Graduate,No,3466,3428,150,360,1,Rural,Approved,Medium,6894,Low Risk
LP002670,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,Approved,Low,3663,Low Risk
LP002682,Male,Yes,0,Not Graduate,No,3074,1800,123,360,0,Semiurban,Rejected,Medium,4874,High Risk
LP002683,Male,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,Rejected,Medium,6598,Low Risk
LP002684,Female,No,0,Not Graduate,No,3400,0,95,360,1,Rural,Rejected,Medium,3400,Low Risk
LP002689,Male,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,Approved,Low,3934,Low Risk
LP002690,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurban,Approved,Low,2500,Low Risk
LP002692,Male,Yes,3,Graduate,Yes,5677,1424,100,360,1,Rural,Approved,Medium,7101,Low Risk
LP002693,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rural,Approved,High,15114,Low Risk
LP002697,Male,No,0,Graduate,No,4680,2087,146,360,1,Semiurban,Rejected,Medium,6767,Low Risk
LP002699,Male,Yes,2,Graduate,Yes,17500,0,400,360,1,Rural,Approved,High,17500,Low Risk
LP002705,Male,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban,Approved,Medium,3775,Low Risk
LP002706,Male,Yes,1,Not Graduate,No,5285,1430,161,360,0,Semiurban,Approved,Medium,6715,High Risk
LP002714,Male,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,Approved,Low,3981,Low Risk
LP002716,Male,No,0,Not Graduate,No,6783,0,130,360,1,Semiurban,Approved,Medium,6783,Low Risk
LP002717,Male,Yes,0,Graduate,No,1025,5500,216,360,1,Rural,Approved,Low,6525,Low Risk
LP002720,Male,Yes,3,Graduate,No,4281,0,100,360,1,Urban,Approved,Medium,4281,Low Risk
LP002723,Male,No,2,Graduate,No,3588,0,110,360,0,Rural,Rejected,Medium,3588,High Risk
LP002729,Male,No,1,Graduate,No,11250,0,196,360,1,Semiurban,Rejected,High,11250,Low Risk
LP002731,Female,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban,Approved,High,18165,Low Risk
LP002732,Male,No,0,Not Graduate,No,2550,2042,126,360,1,Rural,Approved,Low,4592,Low Risk
LP002734,Male,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,Approved,Medium,10039,Low Risk
LP002738,Male,No,2,Graduate,No,3617,0,107,360,1,Semiurban,Approved,Medium,3617,Low Risk
LP002739,Male,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,Rejected,Low,3453,Low Risk
LP002740,Male,Yes,3,Graduate,No,6417,0,157,180,1,Rural,Approved,Medium,6417,Low Risk
LP002741,Female,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban,Approved,Medium,7453,Low Risk
LP002743,Female,No,0,Graduate,No,2138,0,99,360,0,Semiurban,Rejected,Low,2138,High Risk
LP002753,Female,No,1,Graduate,No,3652,0,95,360,1,Semiurban,Approved,Medium,3652,Low Risk
LP002755,Male,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,Approved,Low,4763,Low Risk
LP002757,Female,Yes,0,Not Graduate,No,3017,663,102,360,1,Semiurban,Approved,Medium,3680,Low Risk
LP002767,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,Approved,Low,4718,Low Risk
LP002768,Male,No,0,Not Graduate,No,3358,0,80,36,1,Semiurban,Rejected,Medium,3358,Low Risk
LP002772,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,Approved,Low,4309,Low Risk
LP002776,Female,No,0,Graduate,No,5000,0,103,360,0,Semiurban,Rejected,Medium,5000,High Risk
LP002777,Male,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,Approved,Low,4801,Low Risk
LP002778,Male,Yes,2,Graduate,Yes,6633,0,146,360,0,Rural,Rejected,Medium,6633,High Risk
LP002784,Male,Yes,1,Not Graduate,No,2492,2375,146,360,1,Rural,Approved,Low,4867,Low Risk
LP002785,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,Approved,Medium,6583,Low Risk
LP002788,Male,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban,Rejected,Low,4787,High Risk
LP002789,Male,Yes,0,Graduate,No,3593,4266,132,180,0,Rural,Rejected,Medium,7859,High Risk
LP002792,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,Approved,Medium,6500,Low Risk
LP002794,Female,No,0,Graduate,No,2667,1625,84,360,1,Urban,Approved,Low,4292,Low Risk
LP002795,Male,Yes,3,Graduate,Yes,10139,0,260,360,1,Semiurban,Approved,High,10139,Low Risk
LP002798,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,Approved,Medium,6556,Low Risk
LP002804,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,Approved,Medium,6486,Low Risk
LP002807,Male,Yes,2,Not Graduate,No,3675,242,108,360,1,Semiurban,Approved,Medium,3917,Low Risk
LP002813,Female,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban,Approved,High,19484,Low Risk
LP002820,Male,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,Approved,Medium,7977,Low Risk
LP002821,Male,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban,Approved,Medium,5800,Low Risk
LP002832,Male,Yes,2,Graduate,No,8799,0,258,360,0,Urban,Rejected,High,8799,High Risk
LP002833,Male,Yes,0,Not Graduate,No,4467,0,120,360,1,Rural,Approved,Medium,4467,Low Risk
LP002836,Male,No,0,Graduate,No,3333,0,70,360,1,Urban,Approved,Medium,3333,Low Risk
LP002837,Male,Yes,3,Graduate,No,3400,2500,123,360,0,Rural,Rejected,Medium,5900,High Risk
LP002840,Female,No,0,Graduate,No,2378,0,9,360,1,Urban,Rejected,Low,2378,Low Risk
LP002841,Male,Yes,0,Graduate,No,3166,2064,104,360,0,Urban,Rejected,Medium,5230,High Risk
LP002842,Male,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,Approved,Medium,5167,Low Risk
LP002847,Male,Yes,0,Graduate,No,5116,1451,165,360,0,Urban,Rejected,Medium,6567,High Risk
LP002855,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban,Approved,High,16666,Low Risk
LP002862,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban,Rejected,Medium,7750,Low Risk
LP002863,Male,Yes,3,Graduate,No,6406,0,150,360,1,Semiurban,Rejected,Medium,6406,Low Risk
LP002868,Male,Yes,2,Graduate,No,3159,461,108,84,1,Urban,Approved,Medium,3620,Low Risk
LP002872,Male,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban,Rejected,Medium,5297,High Risk
LP002874,Male,No,0,Graduate,No,3229,2739,110,360,1,Urban,Approved,Medium,5968,Low Risk
LP002877,Male,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,Approved,Low,4014,Low Risk
LP002888,Male,No,0,Graduate,No,3182,2917,161,360,1,Urban,Approved,Medium,6099,Low Risk
LP002892,Male,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban,Approved,Medium,6540,Low Risk
LP002893,Male,No,0,Graduate,No,1836,33837,90,360,1,Urban,Rejected,Low,35673,Low Risk
LP002894,Female,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,Approved,Medium,3166,Low Risk
LP002898,Male,Yes,1,Graduate,No,1880,0,61,360,1,Rural,Rejected,Low,1880,Low Risk
LP002911,Male,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,Rejected,Low,4704,High Risk
LP002912,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,Rejected,Medium,7283,Low Risk
LP002916,Male,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,Approved,Low,3819,Low Risk
LP002917,Female,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban,Approved,Low,2165,Low Risk
LP002925,Male,No,0,Graduate,No,4750,0,94,360,1,Semiurban,Approved,Medium,4750,Low Risk
LP002926,Male,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,Rejected,Low,2726,High Risk
LP002928,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,Approved,Medium,6416,Low Risk
LP002931,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban,Rejected,Medium,6000,Low Risk
LP002933,Male,No,3,Graduate,Yes,9357,0,292,360,1,Semiurban,Approved,High,9357,Low Risk
LP002936,Male,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,Approved,Medium,7159,Low Risk
LP002938,Male,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban,Approved,High,16120,Low Risk
LP002940,Male,No,0,Not Graduate,No,3833,0,110,360,1,Rural,Approved,Medium,3833,Low Risk
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural,Rejected,Medium,7383,Low Risk
LP002943,Male,No,0,Graduate,No,2987,0,88,360,0,Semiurban,Rejected,Low,2987,High Risk
LP002945,Male,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural,Approved,High,9963,Low Risk
LP002948,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban,Approved,Medium,5780,Low Risk
LP002949,Female,No,3,Graduate,No,416,41667,350,180,1,Urban,Rejected,Low,42083,Low Risk
LP002950,Male,Yes,0,Not Graduate,No,2894,2792,155,360,1,Rural,Approved,Low,5686,Low Risk
LP002953,Male,Yes,3,Graduate,No,5703,0,128,360,1,Urban,Approved,Medium,5703,Low Risk
LP002958,Male,No,0,Graduate,No,3676,4301,172,360,1,Rural,Approved,Medium,7977,Low Risk
LP002959,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,Approved,High,12000,Low Risk
LP002960,Male,Yes,0,Not Graduate,No,2400,3800,146,180,1,Urban,Rejected,Low,6200,Low Risk
LP002961,Male,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,Approved,Medium,5900,Low Risk
LP002964,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rural,Approved,Medium,5398,Low Risk
LP002974,Male,Yes,0,Graduate,No,3232,1950,108,360,1,Rural,Approved,Medium,5182,Low Risk
LP002978,Female,No,0,Graduate,No,2900,0,71,360,1,Rural,Approved,Low,2900,Low Risk
LP002979,Male,Yes,3,Graduate,No,4106,0,40,180,1,Rural,Approved,Medium,4106,Low Risk
LP002983,Male,Yes,1,Graduate,No,8072,240,253,360,1,Urban,Approved,High,8312,Low Risk
LP002984,Male,Yes,2,Graduate,No,7583,0,187,360,1,Urban,Approved,High,7583,Low Risk
LP002990,Female,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban,Rejected,Medium,4583,High Risk
